Experiment	Run	well	sample	sample type	sample nucleotide	target	target type	target dye	target chemistry	excluded	note	baseline	n in log phase	n included	last log cycle	indiv PCR eff	R2	PCR eff	STD PCR eff	TD0	indiv Ncopy	Ncopy	amplification	baseline error	plateau	excl PCR efficiency	used for mean PCR efficiency
Quantification Methods	Run 1	B6	genomic DNA 7ng	std	ds	FSTL_1_B_042	toi	Eva Green add to probe mix	saturating DNA binding dye			70219	10	9	26	2.0126	0.9923	1.9791	0.0648	26.65	483.2	756.0	True	0	True	False	True
Quantification Methods	Run 1	B7	genomic DNA 2ng	std	ds	FSTL_1_B_042	toi	Eva Green add to probe mix	saturating DNA binding dye			73881	9	8	28	1.9188	0.9998	1.9791	0.0648	28.64	472.5	194.8	True	0	True	False	True
Quantification Methods	Run 1	B8	genomic DNA 2ng	std	ds	FSTL_1_B_042	toi	Eva Green add to probe mix	saturating DNA binding dye			46357	9	8	28	1.8631	0.9971	1.9791	0.0648	29.07	838.1	144.8	True	0	True	False	True
Quantification Methods	Run 1	B9	genomic DNA 2ng	std	ds	FSTL_1_B_042	toi	Eva Green add to probe mix	saturating DNA binding dye			55208	10	9	28	1.9442	0.9972	1.9791	0.0648	28.76	298.8	179.1	True	0	True	False	True
Quantification Methods	Run 1	B10	genomic DNA 0.7ng	std	ds	FSTL_1_B_042	toi	Eva Green add to probe mix	saturating DNA binding dye			51565	11	9	29	2.0557	0.9904	1.9791	0.0648	30.19	21.4	67.4	True	0	True	False	True
Quantification Methods	Run 1	B11	genomic DNA 0.7ng	std	ds	FSTL_1_B_042	toi	Eva Green add to probe mix	saturating DNA binding dye			53632	9	8	29	1.9870	0.9992	1.9791	0.0648	30.38	52.4	59.2	True	0	True	False	True
Quantification Methods	Run 1	B12	genomic DNA 0.7ng	std	ds	FSTL_1_B_042	toi	Eva Green add to probe mix	saturating DNA binding dye			65151	9	8	29	2.0888	0.9848	1.9791	0.0648	30.20	13.1	66.9	True	0	True	False	True
Quantification Methods	Run 1	C4	genomic DNA 7ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			69496	10	9	26	1.9110	0.9995	1.9601	0.0511	26.56	2038.9	1040.0	True	0	True	False	True
Quantification Methods	Run 1	C5	genomic DNA 7ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			62403	10	9	25	2.0231	0.9952	1.9601	0.0511	26.45	485.2	1120.3	True	0	True	False	True
Quantification Methods	Run 1	C6	genomic DNA 7ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			64425	10	9	25	2.0691	0.9943	1.9601	0.0511	26.42	272.9	1140.4	True	0	True	False	True
Quantification Methods	Run 1	C7	genomic DNA 2ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			53591	9	8	27	1.9385	0.9989	1.9601	0.0511	28.42	408.2	298.1	True	0	True	False	True
Quantification Methods	Run 1	C8	genomic DNA 2ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			51894	10	9	27	1.9312	0.9987	1.9601	0.0511	28.37	468.1	307.4	True	0	True	False	True
Quantification Methods	Run 1	C9	genomic DNA 2ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			56315	9	8	27	1.9746	0.9990	1.9601	0.0511	28.37	250.1	308.3	True	0	True	False	True
Quantification Methods	Run 1	C10	genomic DNA 0.7ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			52450	10	9	29	1.9160	0.9997	1.9601	0.0511	29.83	226.8	115.1	True	0	True	False	True
Quantification Methods	Run 1	C11	genomic DNA 0.7ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			61300	10	9	29	1.9174	0.9997	1.9601	0.0511	29.81	224.6	116.4	True	0	True	False	True
Quantification Methods	Run 1	C12	genomic DNA 0.7ng	std	ds	FSTL_1_D_105	toi	Eva Green add to probe mix	saturating DNA binding dye			57333	12	9	29	1.9599	0.9991	1.9601	0.0511	29.99	103.8	103.4	True	0	True	False	True
Quantification Methods	Run 1	C13	genomic DNA 7ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			18894	10	9	24	1.9710	0.9986	1.9439	0.0195	24.83	1663.7	2344.1	True	0	True	False	True
Quantification Methods	Run 1	C14	genomic DNA 7ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			21355	9	8	24	1.9240	0.9996	1.9439	0.0195	24.83	3022.5	2340.2	True	0	True	False	True
Quantification Methods	Run 1	C15	genomic DNA 7ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			14328	12	9	24	1.9227	0.9970	1.9439	0.0195	24.82	3087.7	2352.2	True	0	True	False	True
Quantification Methods	Run 1	C16	genomic DNA 2ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			9876	10	9	26	1.9757	0.9948	1.9439	0.0195	26.75	421.6	650.4	True	0	True	False	True
Quantification Methods	Run 1	C17	genomic DNA 2ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye		PCR efficiency outlier	15111	20	9	26	1.7776	0.9957	1.9439	0.0195	26.69	7399.2	680.0	True	0	True	True	True
Quantification Methods	Run 1	C18	genomic DNA 2ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			7962	10	9	26	1.9359	0.9997	1.9439	0.0195	26.76	724.1	647.9	True	0	True	False	True
Quantification Methods	Run 1	C19	genomic DNA 0.7ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			4459	10	9	28	1.9457	0.9985	1.9439	0.0195	28.51	197.1	202.4	True	0	True	False	True
Quantification Methods	Run 1	C20	genomic DNA 0.7ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			9044	9	8	28	1.9252	0.9994	1.9439	0.0195	28.66	242.5	183.8	True	0	True	False	True
Quantification Methods	Run 1	C21	genomic DNA 0.7ng	std	ds	FSTL_1_D_105  Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			9008	10	9	28	1.9512	0.9996	1.9439	0.0195	28.56	175.7	195.5	True	0	True	False	True
Quantification Methods	Run 1	D4	genomic DNA 7ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			53029	9	8	25	1.9903	0.9998	1.9885	0.0515	25.80	1166.3	1194.3	True	0	True	False	True
Quantification Methods	Run 1	D5	genomic DNA 7ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			53627	10	9	25	2.0894	0.9962	1.9885	0.0515	25.65	371.7	1322.6	True	0	True	False	True
Quantification Methods	Run 1	D6	genomic DNA 7ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			264201	7	6	25	2.0287	0.9988	1.9885	0.0515	25.77	730.9	1223.7	True	0	True	False	True
Quantification Methods	Run 1	D7	genomic DNA 2ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			50829	9	8	27	1.9389	0.9998	1.9885	0.0515	27.88	579.6	286.4	True	0	True	False	True
Quantification Methods	Run 1	D8	genomic DNA 2ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			57111	11	9	27	2.0074	0.9897	1.9885	0.0515	27.87	221.7	288.3	True	0	True	False	True
Quantification Methods	Run 1	D9	genomic DNA 2ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			51773	12	9	27	1.9559	0.9955	1.9885	0.0515	27.83	470.5	296.9	True	0	True	False	True
Quantification Methods	Run 1	D10	genomic DNA 0.7ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			45213	10	9	28	2.0185	0.9976	1.9885	0.0515	29.38	65.8	102.2	True	0	True	False	True
Quantification Methods	Run 1	D11	genomic DNA 0.7ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			55468	9	8	29	1.9083	0.9998	1.9885	0.0515	29.54	308.6	91.5	True	0	True	False	True
Quantification Methods	Run 1	D12	genomic DNA 0.7ng	std	ds	FSTL_1_E_097	toi	Eva Green add to probe mix	saturating DNA binding dye			61983	10	9	29	1.9593	0.9996	1.9885	0.0515	29.70	127.2	81.9	True	0	True	False	True
Quantification Methods	Run 1	E4	genomic DNA 7ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			59433	11	9	26	1.9589	0.9975	1.9666	0.0176	26.50	1097.2	989.3	True	0	True	False	True
Quantification Methods	Run 1	E5	genomic DNA 7ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			63380	11	9	26	1.9597	0.9983	1.9666	0.0176	26.58	1033.4	941.5	True	0	True	False	True
Quantification Methods	Run 1	E6	genomic DNA 7ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			69955	10	9	26	1.9777	0.9937	1.9666	0.0176	26.64	776.3	901.7	True	0	True	False	True
Quantification Methods	Run 1	E7	genomic DNA 2ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			48496	10	9	27	1.9769	0.9965	1.9666	0.0176	28.47	225.1	261.2	True	0	True	False	True
Quantification Methods	Run 1	E8	genomic DNA 2ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			54501	10	9	27	1.9492	0.9981	1.9666	0.0176	28.33	369.3	287.3	True	0	True	False	True
Quantification Methods	Run 1	E9	genomic DNA 2ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			39320	12	9	27	1.9832	0.9997	1.9666	0.0176	28.45	208.3	264.5	True	0	True	False	True
Quantification Methods	Run 1	E10	genomic DNA 0.7ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			50022	9	8	29	1.9297	1.0000	1.9666	0.0176	30.07	157.1	88.9	True	0	True	False	True
Quantification Methods	Run 1	E11	genomic DNA 0.7ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			64663	10	9	29	1.9860	0.9977	1.9666	0.0176	30.08	65.6	88.2	True	0	True	False	True
Quantification Methods	Run 1	E12	genomic DNA 0.7ng	std	ds	FSTL_1_F_109	toi	Eva Green add to probe mix	saturating DNA binding dye			64844	11	9	29	1.9780	0.9908	1.9666	0.0176	30.03	76.6	91.1	True	0	True	False	True
Quantification Methods	Run 1	E13	genomic DNA 7ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			458931	6	5	24	2.0270	0.9999	1.9422	0.0617	25.02	698.1	2032.7	True	0	True	False	True
Quantification Methods	Run 1	E14	genomic DNA 7ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			37491	10	9	24	2.0742	0.9849	1.9422	0.0617	25.10	370.4	1928.5	True	0	True	False	True
Quantification Methods	Run 1	E15	genomic DNA 7ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			19676	9	8	24	1.9182	0.9982	1.9422	0.0617	25.06	2706.3	1979.7	True	0	True	False	True
Quantification Methods	Run 1	E16	genomic DNA 2ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			9461	10	9	26	1.9267	0.9994	1.9422	0.0617	27.04	660.2	531.5	True	0	True	False	True
Quantification Methods	Run 1	E17	genomic DNA 2ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			13346	9	8	26	1.9172	0.9950	1.9422	0.0617	27.02	764.0	538.0	True	0	True	False	True
Quantification Methods	Run 1	E18	genomic DNA 2ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			11925	10	9	26	1.9090	0.9998	1.9422	0.0617	27.07	830.1	519.9	True	0	True	False	True
Quantification Methods	Run 1	E19	genomic DNA 0.7ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			6671	10	9	28	1.8939	0.9954	1.9422	0.0617	28.73	355.8	172.4	True	0	True	False	True
Quantification Methods	Run 1	E20	genomic DNA 0.7ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			23152	10	9	28	1.9408	0.9997	1.9422	0.0617	28.84	163.6	160.2	True	0	True	False	True
Quantification Methods	Run 1	E21	genomic DNA 0.7ng	std	ds	FSTL_1_F_109 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			8986	10	9	28	1.8732	0.9997	1.9422	0.0617	28.84	455.6	160.4	True	0	True	False	True
Quantification Methods	Run 1	F4	genomic DNA 7ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye			60446	10	9	26	1.9053	0.9995	1.8954	0.0163	26.70	2019.6	2319.7	True	0	True	False	True
Quantification Methods	Run 1	F5	genomic DNA 7ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye		PCR efficiency outlier	50731	10	9	25	1.9757	0.9908	1.8954	0.0163	26.42	926.5	2772.5	True	0	True	True	True
Quantification Methods	Run 1	F6	genomic DNA 7ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye			63097	9	8	26	1.8784	0.9998	1.8954	0.0163	26.58	3178.6	2502.2	True	0	True	False	True
Quantification Methods	Run 1	F7	genomic DNA 2ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye			51658	11	9	28	1.9040	0.9988	1.8954	0.0163	29.09	442.2	504.0	True	0	True	False	True
Quantification Methods	Run 1	F8	genomic DNA 2ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye			56916	11	9	28	1.9024	0.9960	1.8954	0.0163	28.68	588.1	653.7	True	0	True	False	True
Quantification Methods	Run 1	F9	genomic DNA 2ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye			55987	11	9	28	1.8948	0.9964	1.8954	0.0163	28.67	662.9	656.7	True	0	True	False	True
Quantification Methods	Run 1	F10	genomic DNA 0.7ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye			59492	13	9	30	1.8786	0.9966	1.8954	0.0163	30.78	225.1	171.1	True	0	True	False	True
Quantification Methods	Run 1	F11	genomic DNA 0.7ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye			96967	10	9	30	1.8746	0.9996	1.8954	0.0163	30.67	257.0	183.0	True	0	True	False	True
Quantification Methods	Run 1	F12	genomic DNA 0.7ng	std	ds	FSTL_1_H_201	toi	Eva Green add to probe mix	saturating DNA binding dye			71099	13	9	29	1.9253	0.9991	1.8954	0.0163	30.34	140.9	226.4	True	0	True	False	True
Quantification Methods	Run 1	F13	genomic DNA 7ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			33939	9	8	24	1.8863	0.9990	1.8924	0.0308	24.63	2931.8	2706.1	True	0	True	False	True
Quantification Methods	Run 1	F14	genomic DNA 7ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			26262	10	9	24	1.9165	0.9973	1.8924	0.0308	24.75	1831.6	2504.1	True	0	True	False	True
Quantification Methods	Run 1	F15	genomic DNA 7ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			26972	9	8	24	1.8997	0.9990	1.8924	0.0308	24.65	2421.8	2660.7	True	0	True	False	True
Quantification Methods	Run 1	F16	genomic DNA 2ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			8389	11	9	26	1.8976	0.9996	1.8924	0.0308	26.94	574.3	618.4	True	0	True	False	True
Quantification Methods	Run 1	F17	genomic DNA 2ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			15100	11	9	26	1.9643	0.9959	1.8924	0.0308	26.88	236.6	644.1	True	0	True	False	True
Quantification Methods	Run 1	F18	genomic DNA 2ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			17298	11	9	26	1.8625	0.9959	1.8924	0.0308	26.87	993.3	647.3	True	0	True	False	True
Quantification Methods	Run 1	F19	genomic DNA 0.7ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			9150	13	9	28	1.8701	0.9999	1.8924	0.0308	28.57	306.8	218.7	True	0	True	False	True
Quantification Methods	Run 1	F20	genomic DNA 0.7ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			9740	10	9	28	1.8634	0.9998	1.8924	0.0308	28.76	301.7	193.4	True	0	True	False	True
Quantification Methods	Run 1	F21	genomic DNA 0.7ng	std	ds	FSTL_1_H_201 Roche SYBR	toi	Roche SYBR I mix	non-saturating DNA binding dye			18221	9	8	28	1.8715	0.9997	1.8924	0.0308	28.84	253.6	184.0	True	0	True	False	True
Quantification Methods	Run 1	G4	genomic DNA 7ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			57254	10	9	25	1.9831	0.9939	1.9682	0.0408	26.06	1069.9	1302.4	True	0	True	False	True
Quantification Methods	Run 1	G5	genomic DNA 7ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			65627	10	9	25	2.0392	0.9984	1.9682	0.0408	26.01	537.2	1349.4	True	0	True	False	True
Quantification Methods	Run 1	G6	genomic DNA 7ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			64056	10	9	25	1.9969	0.9978	1.9682	0.0408	25.87	1020.5	1483.9	True	0	True	False	True
Quantification Methods	Run 1	G7	genomic DNA 2ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			52125	12	9	27	1.9736	0.9946	1.9682	0.0408	28.37	253.3	273.6	True	0	True	False	True
Quantification Methods	Run 1	G8	genomic DNA 2ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			51289	10	9	27	1.9370	0.9977	1.9682	0.0408	28.24	469.0	298.4	True	0	True	False	True
Quantification Methods	Run 1	G9	genomic DNA 2ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			49646	12	9	27	1.9365	0.9974	1.9682	0.0408	28.32	448.2	282.7	True	0	True	False	True
Quantification Methods	Run 1	G10	genomic DNA 0.7ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			56096	9	8	29	1.8915	0.9999	1.9682	0.0408	30.09	281.8	85.2	True	0	True	False	True
Quantification Methods	Run 1	G11	genomic DNA 0.7ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			70107	11	9	29	1.9979	0.9982	1.9682	0.0408	29.96	59.4	93.0	True	0	True	False	True
Quantification Methods	Run 1	G12	genomic DNA 0.7ng	std	ds	FSTL_1_I_204	toi	Eva Green add to probe mix	saturating DNA binding dye			64258	11	9	29	1.9585	0.9958	1.9682	0.0408	29.98	106.5	91.8	True	0	True	False	True
Quantification Methods	Run 1	H4	genomic DNA 7ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			51794	8	7	23	1.9693	0.9979	1.9995	0.0634	24.39	4003.0	2760.0	True	0	True	False	True
Quantification Methods	Run 1	H5	genomic DNA 7ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			69564	8	7	23	2.0879	0.9960	1.9995	0.0634	24.20	1105.3	3148.8	True	0	True	False	True
Quantification Methods	Run 1	H6	genomic DNA 7ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			62561	8	7	23	2.1107	0.9984	1.9995	0.0634	24.23	830.1	3079.2	True	0	True	False	True
Quantification Methods	Run 1	H7	genomic DNA 2ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			51322	10	9	25	2.0241	0.9714	1.9995	0.0634	26.30	532.5	734.7	True	0	True	False	True
Quantification Methods	Run 1	H8	genomic DNA 2ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			53632	9	8	25	2.0315	0.9970	1.9995	0.0634	26.36	464.1	705.2	True	0	True	False	True
Quantification Methods	Run 1	H9	genomic DNA 2ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			56025	9	8	26	1.9493	0.9983	1.9995	0.0634	26.78	1038.0	525.1	True	0	True	False	True
Quantification Methods	Run 1	H10	genomic DNA 0.7ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			42973	9	8	28	1.9565	0.9989	1.9995	0.0634	28.71	258.1	138.3	True	0	True	False	True
Quantification Methods	Run 1	H11	genomic DNA 0.7ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			61717	9	8	27	1.9458	0.9941	1.9995	0.0634	28.04	470.0	219.1	True	0	True	False	True
Quantification Methods	Run 1	H12	genomic DNA 0.7ng	std	ds	FSTL_1_K_219	toi	Eva Green add to probe mix	saturating DNA binding dye			55552	7	6	27	1.9205	0.9978	1.9995	0.0634	28.45	520.7	165.3	True	0	True	False	True
Quantification Methods	Run 1	I4	genomic DNA 7ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			121728	9	8	28	1.8564	0.9984	1.7864	0.0415	29.23	845.4	2599.9	True	0	True	False	True
Quantification Methods	Run 1	I5	genomic DNA 7ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			120525	10	9	28	1.8401	0.9972	1.7864	0.0415	29.29	1052.2	2503.7	True	0	True	False	True
Quantification Methods	Run 1	I6	genomic DNA 7ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			74595	13	9	28	1.8341	0.9955	1.7864	0.0415	29.32	1136.1	2461.4	True	0	True	False	True
Quantification Methods	Run 1	I7	genomic DNA 2ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			98457	10	9	31	1.7606	0.9976	1.7864	0.0415	31.75	957.9	603.2	True	0	True	False	True
Quantification Methods	Run 1	I8	genomic DNA 2ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			66022	13	9	31	1.7378	0.9996	1.7864	0.0415	31.62	1555.4	650.7	True	0	True	False	True
Quantification Methods	Run 1	I9	genomic DNA 2ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			87588	11	9	31	1.7607	0.9991	1.7864	0.0415	31.54	1075.2	681.2	True	0	True	False	True
Quantification Methods	Run 1	I10	genomic DNA 0.7ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			81430	10	9	33	1.7654	0.9973	1.7864	0.0415	33.88	260.2	174.4	True	0	True	False	True
Quantification Methods	Run 1	I11	genomic DNA 0.7ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			76862	13	9	33	1.7568	0.9989	1.7864	0.0415	33.87	310.1	176.0	True	0	True	False	True
Quantification Methods	Run 1	I12	genomic DNA 0.7ng	std	ds	FSTL_1_L_412	toi	Eva Green add to probe mix	saturating DNA binding dye			65359	12	9	33	1.7657	0.9972	1.7864	0.0415	33.87	260.9	175.8	True	0	True	False	True
Quantification Methods	Run 1	J4	genomic DNA 7ng	std	ds	FSTL_1_M_398	toi	Eva Green add to probe mix	saturating DNA binding dye			76238	8	7	26	1.9365	0.9993	1.9234	0.0342	27.14	977.1	1175.0	True	0	True	False	True
Quantification Methods	Run 1	J5	genomic DNA 7ng	std	ds	FSTL_1_M_398	toi	Eva Green add to probe mix	saturating DNA binding dye			73298	9	8	26	1.9991	0.9940	1.9234	0.0342	26.97	464.6	1316.5	True	0	True	False	True
