Experiment	Run	well	sample	sample type	sample nucleotide	target	target type	target dye	target chemistry	excluded	note	baseline	n in log phase	n included	last log cycle	indiv PCR eff	R2	PCR eff	STD PCR eff	TD0	indiv Ncopy	Ncopy	amplification	baseline error	plateau	excl PCR efficiency	used for mean PCR efficiency
Add SYBR - AMC	P3 - DNA Dilution - Roche	A12	genomic DNA 0.7ng	std	ds	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			1.3492	6	5	28	2.1044	0.9991	1.9893	0.1860	28.99	32.9	167.9	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	A13	genomic DNA 0.7ng	std	ds	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			1.3747	8	7	28	1.8773	0.9826	1.9893	0.1860	29.15	817.5	150.9	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	A14	genomic DNA 0.2ng	std	ds	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			1.1792	6	5	30	1.7795	0.9998	1.9893	0.1860	30.79	1513.5	49.0	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	A15	genomic DNA 0.2ng	std	ds	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			1.2654	5	4	30	2.1200	0.9928	1.9893	0.1860	31.25	4.9	35.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	A16	genomic DNA 0.2ng	std	ds	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			1.1950	7	6	30	1.7321	0.9925	1.9893	0.1860	30.90	3275.3	45.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	A17	genomic DNA 0ng	ntc	ss	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			1.1583	-1	-1	-1	1.0000	-1.0000	1.9893	0.1860	-1.00	-1.0	-1.0	False	2	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	A18	genomic DNA 0ng	ntc	ss	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			1.1682	-1	-1	-1	1.0000	-1.0000	1.9893	0.1860	-1.00	-1.0	-1.0	False	2	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	A19	genomic DNA 0ng	ntc	ss	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			1.3068	-1	-1	-1	1.0000	-1.0000	1.9893	0.1860	-1.00	-1.0	-1.0	False	2	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	A20	genomic DNA 7ng	std	ds	FSTL_1_A_047 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.0684	8	7	26	1.9703	0.9894	1.9776	0.0068	27.20	750.7	678.8	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	A21	genomic DNA 7ng	std	ds	FSTL_1_A_047 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.1009	6	5	26	1.9758	0.9997	1.9776	0.0068	27.18	702.3	685.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	A22	genomic DNA 7ng	std	ds	FSTL_1_A_047 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.0935	9	8	26	1.9866	0.9850	1.9776	0.0068	27.39	525.4	595.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B2	genomic DNA 20ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye		PCR efficiency outlier	2.7355	5	4	23	2.3429	0.9999	1.9257	0.0713	24.21	-1.0	11060.5	True	0	True	True	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B3	genomic DNA 20ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			2.8211	6	5	23	2.0119	0.9968	1.9257	0.0713	24.09	4180.0	12006.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B4	genomic DNA 20ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			2.8091	8	7	23	1.9385	0.9944	1.9257	0.0713	24.18	9605.7	11280.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B5	genomic DNA 7ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			2.0951	8	7	25	2.0308	0.9919	1.9257	0.0713	25.75	1026.2	4035.8	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B6	genomic DNA 7ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			2.1839	8	7	25	2.0032	0.9974	1.9257	0.0713	25.58	1650.2	4529.0	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B7	genomic DNA 7ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			2.0705	7	6	25	1.9211	0.9990	1.9257	0.0713	25.75	4290.1	4034.1	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B8	genomic DNA 2ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.7163	8	7	27	1.8669	0.9978	1.9257	0.0713	27.56	2897.8	1234.0	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B9	genomic DNA 2ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.7064	7	6	27	1.9631	0.9989	1.9257	0.0713	27.57	721.1	1225.8	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B10	genomic DNA 2ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.7564	7	6	27	1.9568	0.9971	1.9257	0.0713	27.71	715.1	1116.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B11	genomic DNA 0.7ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.5368	7	6	28	1.8837	0.9945	1.9257	0.0713	29.22	791.4	415.8	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B12	genomic DNA 0.7ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.5160	6	5	28	1.8708	0.9999	1.9257	0.0713	29.06	1072.7	463.5	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B13	genomic DNA 0.7ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.4867	9	8	29	1.8612	0.9980	1.9257	0.0713	29.54	921.7	337.3	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B14	genomic DNA 0.2ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.3312	5	4	30	1.7619	0.9999	1.9257	0.0713	30.92	2138.1	137.0	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B15	genomic DNA 0.2ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.4655	6	5	30	1.9900	0.9926	1.9257	0.0713	30.94	48.9	135.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B16	genomic DNA 0.2ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			1.3926	6	5	30	1.8993	0.9999	1.9257	0.0713	31.02	196.6	128.1	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B17	genomic DNA 0ng	ntc	ss	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye	amplification in negative control		1.3657	9	8	42	2.0298	0.9949	1.9257	0.0713	42.71	0.0	0.1	True	0	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	B18	genomic DNA 0ng	ntc	ss	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye	amplification in negative control		1.4097	8	7	41	1.9556	0.9889	1.9257	0.0713	42.20	0.1	0.2	True	0	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	B19	genomic DNA 0ng	ntc	ss	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye	amplification in negative control		1.4225	8	7	42	2.2569	0.9983	1.9257	0.0713	43.41	0.0	0.1	True	0	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	B20	genomic DNA 7ng	std	ds	FSTL_1_B_042 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.3118	9	8	26	1.9362	0.9963	1.9400	0.0103	26.58	2024.5	1922.1	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B21	genomic DNA 7ng	std	ds	FSTL_1_B_042 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.3065	8	7	26	1.9541	0.9928	1.9400	0.0103	26.67	1495.3	1814.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	B22	genomic DNA 7ng	std	ds	FSTL_1_B_042 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.2059	8	7	26	1.9297	0.9995	1.9400	0.0103	26.66	2114.2	1833.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C2	genomic DNA 20ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			2.6119	5	4	23	1.8421	0.9992	1.9634	0.1432	24.17	34998.1	7496.5	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C3	genomic DNA 20ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			2.9541	6	5	23	2.1693	0.9987	1.9634	0.1432	24.09	716.9	7919.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C4	genomic DNA 20ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			3.0212	6	5	23	2.2638	0.9926	1.9634	0.1432	24.12	249.3	7732.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C5	genomic DNA 7ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			2.0022	6	5	25	1.8423	0.9979	1.9634	0.1432	25.50	15465.5	3049.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C6	genomic DNA 7ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			2.1911	6	5	25	1.9827	0.9990	1.9634	0.1432	25.56	2273.5	2919.3	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C7	genomic DNA 7ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			2.0117	5	4	24	1.9355	0.9991	1.9634	0.1432	25.25	5181.6	3609.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C8	genomic DNA 2ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			1.7398	6	5	26	1.7593	0.9993	1.9634	0.1432	27.32	17925.4	894.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C9	genomic DNA 2ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			1.7375	7	6	26	1.9560	0.9977	1.9634	0.1432	27.31	995.5	898.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C10	genomic DNA 2ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye	no amplification in positive control	only 4 values in log phase	1.6632	4	3	26	1.0000	-1.0000	1.9634	0.1432	27.08	-1.0	1049.3	False	4	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	C11	genomic DNA 0.7ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			1.5166	7	6	28	1.9028	0.9964	1.9634	0.1432	28.67	884.1	360.0	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C12	genomic DNA 0.7ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			1.4733	6	5	28	1.8028	0.9960	1.9634	0.1432	28.76	3940.8	338.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C13	genomic DNA 0.7ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			1.5168	8	7	28	1.9534	0.9974	1.9634	0.1432	28.72	403.2	348.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C14	genomic DNA 0.2ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			1.4425	6	5	29	1.9149	0.9878	1.9634	0.1432	30.24	265.8	124.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C15	genomic DNA 0.2ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			1.4362	5	4	29	1.9750	0.9994	1.9634	0.1432	30.14	111.5	133.1	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C16	genomic DNA 0.2ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			1.4974	5	4	29	2.1875	0.9996	1.9634	0.1432	30.10	5.3	137.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C17	genomic DNA 0ng	ntc	ss	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye	amplification in negative control		1.4567	6	5	30	2.0000	0.9934	1.9634	0.1432	31.27	69.6	124.0	True	0	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	C18	genomic DNA 0ng	ntc	ss	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye	amplification in negative control		1.4086	9	8	31	2.0370	0.9834	1.9634	0.1432	31.96	24.0	78.0	True	0	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	C19	genomic DNA 0ng	ntc	ss	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye	amplification in negative control		1.3882	8	7	31	1.8826	0.9830	1.9634	0.1432	31.94	303.5	79.3	True	0	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	C20	genomic DNA 7ng	std	ds	FSTL_1_C_040 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.4082	9	8	26	2.0199	0.9948	1.9568	0.0493	26.79	596.2	1396.5	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C21	genomic DNA 7ng	std	ds	FSTL_1_C_040 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.3650	8	7	26	1.9509	0.9989	1.9568	0.0493	26.82	1484.3	1368.5	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	C22	genomic DNA 7ng	std	ds	FSTL_1_C_040 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.2590	7	6	26	1.8995	1.0000	1.9568	0.0493	26.83	3023.3	1363.1	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D2	genomic DNA 20ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			2.7507	7	6	23	1.9423	0.9965	1.9540	0.0966	23.68	5119.2	4441.1	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D3	genomic DNA 20ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			2.9617	6	5	23	1.9546	0.9993	1.9540	0.0966	23.67	4448.5	4480.3	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D4	genomic DNA 20ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			2.9104	8	7	23	1.9249	0.9900	1.9540	0.0966	23.59	6702.4	4703.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D5	genomic DNA 7ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			2.1703	7	6	24	2.0678	0.9987	1.9540	0.0966	25.32	353.2	1480.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D6	genomic DNA 7ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			2.1531	8	7	24	2.0243	0.9883	1.9540	0.0966	25.14	688.3	1672.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D7	genomic DNA 7ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			2.1897	7	6	24	2.1517	0.9854	1.9540	0.0966	25.18	143.3	1621.8	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D8	genomic DNA 2ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.7318	7	6	26	1.7819	0.9958	1.9540	0.0966	27.13	5366.8	439.3	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D9	genomic DNA 2ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.7120	6	5	26	1.8105	0.9985	1.9540	0.0966	27.08	3592.1	454.8	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D10	genomic DNA 2ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.7368	6	5	26	1.8751	0.9971	1.9540	0.0966	27.18	1308.7	427.0	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D11	genomic DNA 0.7ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.6730	8	7	28	2.0195	0.9928	1.9540	0.0966	28.93	50.9	132.0	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D12	genomic DNA 0.7ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.6076	8	7	28	1.9455	0.9923	1.9540	0.0966	28.81	162.4	143.1	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D13	genomic DNA 0.7ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.6615	8	7	28	1.9866	0.9988	1.9540	0.0966	28.83	87.4	140.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D14	genomic DNA 0.2ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.5435	5	4	29	2.0222	0.9998	1.9540	0.0966	30.37	17.8	50.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D15	genomic DNA 0.2ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.5721	6	5	30	1.9728	0.9974	1.9540	0.0966	30.77	28.6	38.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D16	genomic DNA 0.2ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.4937	10	9	30	1.8309	0.9963	1.9540	0.0966	30.56	323.2	44.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D17	genomic DNA 0ng	ntc	ss	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.3860	-1	-1	-1	1.0000	-1.0000	1.9540	0.0966	-1.00	-1.0	-1.0	False	2	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	D18	genomic DNA 0ng	ntc	ss	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.4058	-1	-1	-1	1.0000	-1.0000	1.9540	0.0966	-1.00	-1.0	-1.0	False	2	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	D19	genomic DNA 0ng	ntc	ss	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			1.4058	-1	-1	-1	1.0000	-1.0000	1.9540	0.0966	-1.00	-1.0	-1.0	False	2	True	False	False
Add SYBR - AMC	P3 - DNA Dilution - Roche	D20	genomic DNA 7ng	std	ds	FSTL_1_D_105 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.4577	9	8	29	1.9370	0.9991	1.9229	0.0149	29.52	115.0	142.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D21	genomic DNA 7ng	std	ds	FSTL_1_D_105 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.3458	9	8	29	1.9022	0.9982	1.9229	0.0149	29.68	176.6	128.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	D22	genomic DNA 7ng	std	ds	FSTL_1_D_105 + 1:200	toi	SYBR - Roche add	non-saturating DNA binding dye			2.2793	9	8	29	1.9294	0.9955	1.9229	0.0149	29.83	105.4	116.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E2	genomic DNA 20ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			2.6519	8	7	23	2.0164	0.9933	1.9471	0.0878	24.01	1816.7	4206.3	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E3	genomic DNA 20ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			2.9462	7	6	23	2.0478	0.9978	1.9471	0.0878	24.02	1239.3	4161.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E4	genomic DNA 20ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			2.7029	7	6	23	2.1213	0.9822	1.9471	0.0878	24.02	534.1	4181.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E5	genomic DNA 7ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			2.0987	8	7	25	1.9991	0.9953	1.9471	0.0878	25.54	769.8	1509.8	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E6	genomic DNA 7ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			2.2485	7	6	25	1.9483	0.9910	1.9471	0.0878	25.69	1350.2	1371.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E7	genomic DNA 7ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			2.3188	7	6	25	1.9515	0.9953	1.9471	0.0878	25.71	1275.0	1351.6	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E8	genomic DNA 2ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			1.7293	6	5	26	1.9306	0.9951	1.9471	0.0878	27.43	543.3	430.1	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E9	genomic DNA 2ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			1.7205	7	6	27	1.8891	0.9995	1.9471	0.0878	27.66	849.1	367.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E10	genomic DNA 2ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			1.7634	6	5	26	1.7974	0.9974	1.9471	0.0878	27.40	3917.0	437.5	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E11	genomic DNA 0.7ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			1.5535	8	7	28	1.9358	0.9963	1.9471	0.0878	29.19	158.1	133.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E12	genomic DNA 0.7ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			1.4808	8	7	28	1.8000	0.9920	1.9471	0.0878	28.99	1476.6	151.4	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E13	genomic DNA 0.7ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			1.5824	8	7	28	1.9526	0.9932	1.9471	0.0878	28.88	150.4	163.2	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E14	genomic DNA 0.2ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			1.5480	7	6	30	1.9348	0.9993	1.9471	0.0878	30.90	51.9	42.7	True	0	True	False	True
Add SYBR - AMC	P3 - DNA Dilution - Roche	E15	genomic DNA 0.2ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			1.6454	8	7	30	1.8418	0.9947	1.9471	0.0878	30.99	225.1	40.2	True	0	True	False	True
