Experiment	Run	well	sample	sample type	sample nucleotide	target	target type	target dye	target chemistry	excluded	note	baseline	n in log phase	n included	last log cycle	indiv PCR eff	R2	PCR eff	STD PCR eff	TD0	indiv Ncopy	Ncopy	amplification	baseline error	plateau	excl PCR efficiency	used for mean PCR efficiency
Primer Test - EMBL	Primer Test	E20	genomic DNA 4ng	std	ds	FSTL_1_R_790	toi	SYBR - Roche	non-saturating DNA binding dye		indiv PCR eff is 1.431 < 1.7;mean PCR eff is 1.429 < 1.7	41101.7	23	9	31	1.4309	0.9993	1.4290	0.0111	31.82	51228.7	53382.9	True	0	True	False	True
Primer Test - EMBL	Primer Test	E21	genomic DNA 4ng	std	ds	FSTL_1_S_778	toi	SYBR - Roche	non-saturating DNA binding dye			8491.3	13	9	25	1.8608	0.9940	1.8933	0.0404	26.10	424.5	270.2	True	0	True	False	True
Primer Test - EMBL	Primer Test	E22	genomic DNA 4ng	std	ds	FSTL_1_T_770	toi	SYBR - Roche	non-saturating DNA binding dye			14958.1	12	9	29	1.8155	0.9996	1.8313	0.0482	29.57	102.9	79.7	True	0	True	False	True
Primer Test - EMBL	Primer Test	F3	genomic DNA 4ng	std	ds	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			3983.6	9	8	26	1.9583	0.9988	1.9972	0.0315	26.90	1082.9	637.8	True	0	True	False	True
Primer Test - EMBL	Primer Test	F4	genomic DNA 4ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			18181.3	13	9	26	1.9439	0.9974	1.9354	0.0303	26.84	1537.3	1730.3	True	0	True	False	True
Primer Test - EMBL	Primer Test	F5	genomic DNA 4ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			12601.9	8	7	25	2.0121	0.9988	2.0389	0.0608	25.92	1214.5	861.2	True	0	True	False	True
Primer Test - EMBL	Primer Test	F6	genomic DNA 4ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			11143.5	9	8	25	1.9016	0.9996	1.9467	0.0345	26.13	1746.2	945.7	True	0	True	False	True
Primer Test - EMBL	Primer Test	F7	genomic DNA 4ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			7817.3	10	9	25	1.9487	0.9985	1.9267	0.0199	26.30	889.8	1199.3	True	0	True	False	True
Primer Test - EMBL	Primer Test	F8	genomic DNA 4ng	std	ds	FSTL_1_F_109	toi	SYBR - Roche	non-saturating DNA binding dye			10737.6	11	9	25	1.9442	0.9978	1.9334	0.0246	26.47	752.6	871.6	True	0	True	False	True
Primer Test - EMBL	Primer Test	F9	genomic DNA 4ng	std	ds	FSTL_1_G_211	toi	SYBR - Roche	non-saturating DNA binding dye			7161.9	10	9	25	1.9179	0.9971	1.9226	0.0239	26.15	683.3	641.0	True	0	True	False	True
Primer Test - EMBL	Primer Test	F10	genomic DNA 4ng	std	ds	FSTL_1_H_201	toi	SYBR - Roche	non-saturating DNA binding dye			15103.1	11	9	25	1.9572	0.9967	1.8844	0.0575	26.07	449.8	1208.1	True	0	True	False	True
Primer Test - EMBL	Primer Test	F11	genomic DNA 4ng	std	ds	FSTL_1_I_204	toi	SYBR - Roche	non-saturating DNA binding dye			29463.0	12	9	25	1.8727	0.9991	1.8893	0.0212	25.77	1687.4	1343.7	True	0	True	False	True
Primer Test - EMBL	Primer Test	F12	genomic DNA 4ng	std	ds	FSTL_1_K_219	toi	SYBR - Roche	non-saturating DNA binding dye			16808.4	10	9	25	1.9132	0.9962	1.9011	0.0124	25.68	957.5	1126.9	True	0	True	False	True
Primer Test - EMBL	Primer Test	F13	genomic DNA 4ng	std	ds	FSTL_1_*_259	toi	SYBR - Roche	non-saturating DNA binding dye			16229.3	12	9	25	1.9168	0.9982	1.9087	0.0477	25.50	868.1	966.8	True	0	True	False	True
Primer Test - EMBL	Primer Test	F14	genomic DNA 4ng	std	ds	FSTL_1_*_259 AMC	toi	SYBR - Roche	non-saturating DNA binding dye			16609.1	17	9	25	1.8764	0.9997	1.9387	0.0382	25.55	1446.4	627.5	True	0	True	False	True
Primer Test - EMBL	Primer Test	F15	genomic DNA 4ng	std	ds	FSTL_1_L_412	toi	SYBR - Roche	non-saturating DNA binding dye			15846.5	12	9	25	1.8694	1.0000	1.8687	0.0351	25.73	897.8	906.1	True	0	True	False	True
Primer Test - EMBL	Primer Test	F16	genomic DNA 4ng	std	ds	FSTL_1_M_398	toi	SYBR - Roche	non-saturating DNA binding dye			7780.0	10	9	25	1.8565	0.9987	1.8706	0.0151	25.57	1222.8	1008.0	True	0	True	False	True
Primer Test - EMBL	Primer Test	F17	genomic DNA 4ng	std	ds	FSTL_1_N_386	toi	SYBR - Roche	non-saturating DNA binding dye			15054.7	11	9	25	1.8853	0.9956	1.8870	0.0270	25.96	664.7	649.1	True	0	True	False	True
Primer Test - EMBL	Primer Test	F18	genomic DNA 4ng	std	ds	FSTL_1_O_417	toi	SYBR - Roche	non-saturating DNA binding dye			17757.5	10	9	25	1.8484	0.9996	1.8842	0.0191	25.63	1255.2	768.1	True	0	True	False	True
Primer Test - EMBL	Primer Test	F19	genomic DNA 4ng	std	ds	FSTL_1_P_820	toi	SYBR - Roche	non-saturating DNA binding dye			14127.1	13	9	25	1.8258	0.9991	1.8278	0.0054	26.10	660.1	641.4	True	0	True	False	True
Primer Test - EMBL	Primer Test	F20	genomic DNA 4ng	std	ds	FSTL_1_R_790	toi	SYBR - Roche	non-saturating DNA binding dye		indiv PCR eff is 1.421 < 1.7;mean PCR eff is 1.429 < 1.7	36632.9	29	9	31	1.4214	0.9994	1.4290	0.0111	31.71	65782.6	55493.8	True	0	True	False	True
Primer Test - EMBL	Primer Test	F21	genomic DNA 4ng	std	ds	FSTL_1_S_778	toi	SYBR - Roche	non-saturating DNA binding dye			23117.5	10	9	25	1.8693	0.9994	1.8933	0.0404	26.12	372.4	267.0	True	0	True	False	True
Primer Test - EMBL	Primer Test	F22	genomic DNA 4ng	std	ds	FSTL_1_T_770	toi	SYBR - Roche	non-saturating DNA binding dye			16443.7	12	9	28	1.8569	0.9966	1.8313	0.0482	29.37	59.8	89.9	True	0	True	False	True
Primer Test - EMBL	Primer Test	G3	genomic DNA 4ng	std	ds	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			7568.0	11	9	26	1.9789	0.9995	1.9972	0.0315	26.90	816.4	637.0	True	0	True	False	True
Primer Test - EMBL	Primer Test	G4	genomic DNA 4ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			11807.1	10	9	26	1.9743	0.9993	1.9354	0.0303	26.86	1000.3	1707.5	True	0	True	False	True
Primer Test - EMBL	Primer Test	G5	genomic DNA 4ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			15805.7	8	7	25	2.0645	0.9933	2.0389	0.0608	25.99	594.9	822.2	True	0	True	False	True
Primer Test - EMBL	Primer Test	G6	genomic DNA 4ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			14356.3	10	9	25	1.9316	0.9991	1.9467	0.0345	26.07	1206.9	984.8	True	0	True	False	True
Primer Test - EMBL	Primer Test	G7	genomic DNA 4ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			9232.3	8	7	25	1.9481	0.9995	1.9267	0.0199	26.36	866.2	1158.0	True	0	True	False	True
Primer Test - EMBL	Primer Test	G8	genomic DNA 4ng	std	ds	FSTL_1_F_109	toi	SYBR - Roche	non-saturating DNA binding dye			15429.9	12	9	25	1.9330	0.9992	1.9334	0.0246	26.36	945.6	940.7	True	0	True	False	True
Primer Test - EMBL	Primer Test	G9	genomic DNA 4ng	std	ds	FSTL_1_G_211	toi	SYBR - Roche	non-saturating DNA binding dye			13083.6	10	9	25	1.8887	0.9974	1.9226	0.0239	26.16	1013.2	636.8	True	0	True	False	True
Primer Test - EMBL	Primer Test	G10	genomic DNA 4ng	std	ds	FSTL_1_H_201	toi	SYBR - Roche	non-saturating DNA binding dye			-5607.0	9	8	25	1.8896	0.9996	1.8844	0.0575	26.09	1107.2	1189.2	True	0	True	False	True
Primer Test - EMBL	Primer Test	G11	genomic DNA 4ng	std	ds	FSTL_1_I_204	toi	SYBR - Roche	non-saturating DNA binding dye			18453.8	9	8	25	1.8631	1.0000	1.8893	0.0212	25.80	1892.7	1319.5	True	0	True	False	True
Primer Test - EMBL	Primer Test	G12	genomic DNA 4ng	std	ds	FSTL_1_K_219	toi	SYBR - Roche	non-saturating DNA binding dye			13217.0	12	9	25	1.9205	0.9980	1.9011	0.0124	25.60	916.5	1187.9	True	0	True	False	True
Primer Test - EMBL	Primer Test	G13	genomic DNA 4ng	std	ds	FSTL_1_*_259	toi	SYBR - Roche	non-saturating DNA binding dye			12955.4	10	9	25	1.8113	0.9983	1.9087	0.0477	25.54	3604.3	946.0	True	0	True	False	True
Primer Test - EMBL	Primer Test	G14	genomic DNA 4ng	std	ds	FSTL_1_*_259 AMC	toi	SYBR - Roche	non-saturating DNA binding dye			28408.8	11	9	25	2.0070	0.9949	1.9387	0.0382	25.62	246.8	599.2	True	0	True	False	True
Primer Test - EMBL	Primer Test	G15	genomic DNA 4ng	std	ds	FSTL_1_L_412	toi	SYBR - Roche	non-saturating DNA binding dye			7508.6	13	9	25	1.8219	0.9942	1.8687	0.0351	25.76	1700.4	884.9	True	0	True	False	True
Primer Test - EMBL	Primer Test	G16	genomic DNA 4ng	std	ds	FSTL_1_M_398	toi	SYBR - Roche	non-saturating DNA binding dye			-1813.0	10	9	25	1.8828	0.9978	1.8706	0.0151	25.69	790.4	934.3	True	0	True	False	True
Primer Test - EMBL	Primer Test	G17	genomic DNA 4ng	std	ds	FSTL_1_N_386	toi	SYBR - Roche	non-saturating DNA binding dye			13840.5	12	9	25	1.8792	0.9978	1.8870	0.0270	25.80	800.9	719.6	True	0	True	False	True
Primer Test - EMBL	Primer Test	G18	genomic DNA 4ng	std	ds	FSTL_1_O_417	toi	SYBR - Roche	non-saturating DNA binding dye			14412.1	12	9	25	1.8815	0.9996	1.8842	0.0191	25.66	784.3	756.3	True	0	True	False	True
Primer Test - EMBL	Primer Test	G19	genomic DNA 4ng	std	ds	FSTL_1_P_820	toi	SYBR - Roche	non-saturating DNA binding dye			12857.3	12	9	25	1.8353	0.9977	1.8278	0.0054	26.20	542.6	604.1	True	0	True	False	True
Primer Test - EMBL	Primer Test	G20	genomic DNA 4ng	std	ds	FSTL_1_R_790	toi	SYBR - Roche	non-saturating DNA binding dye		indiv PCR eff is 1.418 < 1.7;mean PCR eff is 1.429 < 1.7	41990.4	28	9	31	1.4176	0.9990	1.4290	0.0111	31.85	68259.0	52823.4	True	0	True	False	True
Primer Test - EMBL	Primer Test	G21	genomic DNA 4ng	std	ds	FSTL_1_S_778	toi	SYBR - Roche	non-saturating DNA binding dye			15377.6	12	9	25	1.8881	0.9986	1.8933	0.0404	25.98	313.1	291.3	True	0	True	False	True
Primer Test - EMBL	Primer Test	G22	genomic DNA 4ng	std	ds	FSTL_1_T_770	toi	SYBR - Roche	non-saturating DNA binding dye			5299.3	11	9	28	1.8191	0.9986	1.8313	0.0482	29.23	118.9	97.9	True	0	True	False	True
Primer Test - EMBL	Primer Test	H3	genomic DNA 4ng	std	ds	FSTL_1_A_047	toi	SYBR - Roche	non-saturating DNA binding dye			14163.7	10	9	26	2.0651	0.9982	1.9972	0.0315	26.91	256.6	631.1	True	0	True	False	True
Primer Test - EMBL	Primer Test	H4	genomic DNA 4ng	std	ds	FSTL_1_B_042	toi	SYBR - Roche	non-saturating DNA binding dye			10617.8	10	9	26	1.9126	0.9951	1.9354	0.0303	26.84	2369.7	1724.2	True	0	True	False	True
Primer Test - EMBL	Primer Test	H5	genomic DNA 4ng	std	ds	FSTL_1_C_040	toi	SYBR - Roche	non-saturating DNA binding dye			8811.0	14	9	25	1.9447	0.9939	2.0389	0.0608	26.02	2753.6	803.4	True	0	True	False	True
Primer Test - EMBL	Primer Test	H6	genomic DNA 4ng	std	ds	FSTL_1_D_105	toi	SYBR - Roche	non-saturating DNA binding dye			10854.0	12	9	25	1.9810	0.9990	1.9467	0.0345	26.11	607.9	959.1	True	0	True	False	True
Primer Test - EMBL	Primer Test	H7	genomic DNA 4ng	std	ds	FSTL_1_E_097	toi	SYBR - Roche	non-saturating DNA binding dye			9599.5	11	9	25	1.9174	0.9997	1.9267	0.0199	26.30	1371.9	1206.6	True	0	True	False	True
Primer Test - EMBL	Primer Test	H8	genomic DNA 4ng	std	ds	FSTL_1_F_109	toi	SYBR - Roche	non-saturating DNA binding dye			15138.1	10	9	25	1.9649	0.9946	1.9334	0.0246	26.44	580.7	890.2	True	0	True	False	True
Primer Test - EMBL	Primer Test	H9	genomic DNA 4ng	std	ds	FSTL_1_G_211	toi	SYBR - Roche	non-saturating DNA binding dye			394.0	8	7	25	1.9404	0.9994	1.9226	0.0239	26.12	514.7	654.9	True	0	True	False	True
