Experiment	Run	well	sample	sample type	sample nucleotide	target	target type	target dye	target chemistry	excluded	note	baseline	n in log phase	n included	last log cycle	indiv PCR eff	R2	PCR eff	STD PCR eff	TD0	indiv Ncopy	Ncopy	amplification	baseline error	plateau	excl PCR efficiency	used for mean PCR efficiency
Own Mix C	Run 1	G12	4ng gDNA	unkn	ds	FSTL_1_A_047	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-30288	-1	-1	-1	1.0000	-1.0000	1.7332	0.1706	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	G13	4ng gDNA	unkn	ds	FSTL_1_A_047	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;baseline error	-7541	6	5	24	1.0000	-1.0000	1.7332	0.1706	25.29	-1.0	43801.7	False	5	True	False	False
Own Mix C	Run 1	G14	4ng gDNA	unkn	ds	FSTL_1_A_047	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;only 4 values in log phase	-7327	4	3	14	1.0000	-1.0000	1.7332	0.1706	15.15	-1.0	11593839.0	False	4	True	False	False
Own Mix C	Run 1	G15	4ng gDNA	unkn	ds	FSTL_1_A_047 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-6570	7	6	23	1.7803	0.9639	1.8594	0.0561	24.43	36492.4	12608.3	True	0	True	False	True
Own Mix C	Run 1	G16	4ng gDNA	unkn	ds	FSTL_1_A_047 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-18895	-1	-1	-1	1.0000	-1.0000	1.8594	0.0561	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	G17	4ng gDNA	unkn	ds	FSTL_1_A_047 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-9081	-1	-1	-1	1.0000	-1.0000	1.8594	0.0561	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	G18	4ng gDNA	unkn	ds	FSTL_1_A_047 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-5090	7	6	24	1.8945	0.9878	1.8594	0.0561	24.95	5748.3	9159.2	True	0	True	False	True
Own Mix C	Run 1	G19	4ng gDNA	unkn	ds	FSTL_1_A_047 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-18546	-1	-1	-1	1.0000	-1.0000	1.8594	0.0561	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	G20	4ng gDNA	unkn	ds	FSTL_1_A_047 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-12423	-1	-1	-1	1.0000	-1.0000	1.8594	0.0561	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	G21	4ng gDNA	unkn	ds	FSTL_1_A_047 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			8102	9	8	24	1.9035	0.9951	1.8594	0.0561	25.18	4374.9	7895.2	True	0	True	False	True
Own Mix C	Run 1	H1	4ng gDNA	unkn	ds	FSTL_1_B_042 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			11511	7	6	25	1.9766	0.9997	1.9814	0.0943	25.85	1209.5	1135.4	True	0	True	False	True
Own Mix C	Run 1	H2	4ng gDNA	unkn	ds	FSTL_1_B_042 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			13771	9	8	25	2.0745	0.9890	1.9814	0.0943	25.90	333.1	1093.8	True	0	True	False	True
Own Mix C	Run 1	H3	4ng gDNA	unkn	ds	FSTL_1_B_042 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			17506	8	7	25	2.1283	0.9762	1.9814	0.0943	25.86	177.4	1127.0	True	0	True	False	True
Own Mix C	Run 1	H4	4ng gDNA	unkn	ds	FSTL_1_B_042 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			16325	8	7	25	1.8703	0.9995	1.9814	0.0943	25.89	4904.4	1101.1	True	0	True	False	True
Own Mix C	Run 1	H5	4ng gDNA	unkn	ds	FSTL_1_B_042 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			6473	8	7	25	1.8799	0.9962	1.9814	0.0943	25.89	4294.6	1100.8	True	0	True	False	True
Own Mix C	Run 1	H6	4ng gDNA	unkn	ds	FSTL_1_B_042 100nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-4422	-1	-1	-1	1.0000	-1.0000	1.9814	0.0943	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	H7	4ng gDNA	unkn	ds	FSTL_1_B_042 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			3207	8	7	25	1.9589	0.9991	1.9814	0.0943	25.93	1437.4	1068.8	True	0	True	False	True
Own Mix C	Run 1	H8	4ng gDNA	unkn	ds	FSTL_1_B_042	toi	SYBR 1:800	non-saturating DNA binding dye			-4212	8	7	25	2.0587	0.9941	1.8635	0.1952	25.68	476.5	6155.0	True	0	True	False	True
Own Mix C	Run 1	H9	4ng gDNA	unkn	ds	FSTL_1_B_042	toi	SYBR 1:800	non-saturating DNA binding dye		indiv PCR eff is 1.668 < 1.7	-5359	9	8	25	1.6682	0.9929	1.8635	0.1952	25.53	113619.6	6732.2	True	0	True	False	True
Own Mix C	Run 1	H10	4ng gDNA	unkn	ds	FSTL_1_B_042	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-39348	-1	-1	-1	1.0000	-1.0000	1.8635	0.1952	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	H11	4ng gDNA	unkn	ds	FSTL_1_B_042	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;indiv PCR eff is 1.300 < 1.7	-7387	10	9	24	1.3002	0.9852	1.8635	0.1952	25.19	72175475.6	8319.9	False	0	True	False	False
Own Mix C	Run 1	H12	4ng gDNA	unkn	ds	FSTL_1_B_042	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-17994	-1	-1	-1	1.0000	-1.0000	1.8635	0.1952	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	H13	4ng gDNA	unkn	ds	FSTL_1_B_042	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;only 4 values in log phase;Ncopy > 100 Mio	6253	4	3	9	1.0000	-1.0000	1.8635	0.1952	9.96	-1.0	109088574.8	False	4	True	False	False
Own Mix C	Run 1	H14	4ng gDNA	unkn	ds	FSTL_1_B_042	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	2358	-1	-1	-1	1.0000	-1.0000	1.8635	0.1952	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	H15	4ng gDNA	unkn	ds	FSTL_1_B_042 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	5150	-1	-1	-1	1.0000	-1.0000	1.8402	0.2321	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	H16	4ng gDNA	unkn	ds	FSTL_1_B_042 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		indiv PCR eff is 1.608 < 1.7	-12985	7	6	24	1.6081	0.9747	1.8402	0.2321	25.11	354122.0	11986.1	True	0	True	False	True
Own Mix C	Run 1	H17	4ng gDNA	unkn	ds	FSTL_1_B_042 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-5475	-1	-1	-1	1.0000	-1.0000	1.8402	0.2321	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	H18	4ng gDNA	unkn	ds	FSTL_1_B_042 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-5083	-1	-1	-1	1.0000	-1.0000	1.8402	0.2321	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	H19	4ng gDNA	unkn	ds	FSTL_1_B_042 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			11757	10	9	25	2.0723	0.9958	1.8402	0.2321	25.74	384.6	8182.1	True	0	True	False	True
Own Mix C	Run 1	H20	4ng gDNA	unkn	ds	FSTL_1_B_042 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-3122	-1	-1	-1	1.0000	-1.0000	1.8402	0.2321	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	H21	4ng gDNA	unkn	ds	FSTL_1_B_042 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;Ncopy < 10	-44213	17	9	36	1.0143	0.9918	1.8402	0.2321	37.03	31815413256.1	8.4	False	0	True	False	False
Own Mix C	Run 1	I1	4ng gDNA	unkn	ds	FSTL_1_D_105 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			12858	8	7	25	1.9173	0.9998	1.9151	0.0571	25.66	1202.7	1238.5	True	0	True	False	True
Own Mix C	Run 1	I2	4ng gDNA	unkn	ds	FSTL_1_D_105 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			48781	8	7	25	1.9301	0.9982	1.9151	0.0571	25.57	1073.4	1310.5	True	0	True	False	True
Own Mix C	Run 1	I3	4ng gDNA	unkn	ds	FSTL_1_D_105 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			36215	9	8	25	1.9514	0.9983	1.9151	0.0571	25.63	780.1	1262.2	True	0	True	False	True
Own Mix C	Run 1	I4	4ng gDNA	unkn	ds	FSTL_1_D_105 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			19984	8	7	25	2.0006	0.9973	1.9151	0.0571	25.53	442.0	1347.6	True	0	True	False	True
Own Mix C	Run 1	I5	4ng gDNA	unkn	ds	FSTL_1_D_105 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			29783	9	8	25	1.8867	0.9960	1.9151	0.0571	25.71	1757.8	1197.5	True	0	True	False	True
Own Mix C	Run 1	I6	4ng gDNA	unkn	ds	FSTL_1_D_105 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			-1080	7	6	25	1.8005	0.9996	1.9151	0.0571	26.09	4673.5	934.7	True	0	True	False	True
Own Mix C	Run 1	I7	4ng gDNA	unkn	ds	FSTL_1_D_105 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			9253	10	9	25	1.9190	0.9977	1.9151	0.0571	25.52	1282.1	1351.3	True	0	True	False	True
Own Mix C	Run 1	I8	4ng gDNA	unkn	ds	FSTL_1_D_105	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	10945	-1	-1	-1	1.0000	-1.0000	1.9432	0.0548	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	I9	4ng gDNA	unkn	ds	FSTL_1_D_105	toi	SYBR 1:800	non-saturating DNA binding dye			9715	8	7	24	2.0238	0.9978	1.9432	0.0548	24.92	503.5	1387.1	True	0	True	False	True
Own Mix C	Run 1	I10	4ng gDNA	unkn	ds	FSTL_1_D_105	toi	SYBR 1:800	non-saturating DNA binding dye			-9877	8	7	24	1.8790	0.9984	1.9432	0.0548	24.82	3418.0	1485.4	True	0	True	False	True
Own Mix C	Run 1	I11	4ng gDNA	unkn	ds	FSTL_1_D_105	toi	SYBR 1:800	non-saturating DNA binding dye			30062	9	8	24	1.9602	0.9984	1.9432	0.0548	24.80	1213.5	1506.3	True	0	True	False	True
Own Mix C	Run 1	I12	4ng gDNA	unkn	ds	FSTL_1_D_105	toi	SYBR 1:800	non-saturating DNA binding dye			623	9	8	24	1.9097	0.9944	1.9432	0.0548	24.98	2055.1	1331.1	True	0	True	False	True
Own Mix C	Run 1	I13	4ng gDNA	unkn	ds	FSTL_1_D_105	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-4353	-1	-1	-1	1.0000	-1.0000	1.9432	0.0548	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	I14	4ng gDNA	unkn	ds	FSTL_1_D_105	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;only 3 values in log phase;Ncopy > 100 Mio	-28953	3	2	5	1.0000	-1.0000	1.9432	0.0548	5.96	-1.0	411447340.1	False	4	True	False	False
Own Mix C	Run 1	I15	4ng gDNA	unkn	ds	FSTL_1_D_105 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			4074	7	6	24	1.9605	0.9999	1.9868	0.0786	24.71	1280.2	920.0	True	0	True	False	True
Own Mix C	Run 1	I16	4ng gDNA	unkn	ds	FSTL_1_D_105 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			6190	11	9	24	2.0812	0.9849	1.9868	0.0786	24.77	280.8	886.1	True	0	True	False	True
Own Mix C	Run 1	I17	4ng gDNA	unkn	ds	FSTL_1_D_105 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-2754	-1	-1	-1	1.0000	-1.0000	1.9868	0.0786	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	I18	4ng gDNA	unkn	ds	FSTL_1_D_105 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			14507	8	7	24	2.0838	0.9879	1.9868	0.0786	24.67	293.6	950.6	True	0	True	False	True
Own Mix C	Run 1	I19	4ng gDNA	unkn	ds	FSTL_1_D_105 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			14121	10	9	24	1.9379	0.9962	1.9868	0.0786	24.72	1702.2	918.5	True	0	True	False	True
Own Mix C	Run 1	I20	4ng gDNA	unkn	ds	FSTL_1_D_105 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-8731	10	9	24	1.9958	0.9635	1.9868	0.0786	24.63	870.6	973.0	True	0	True	False	True
Own Mix C	Run 1	I21	4ng gDNA	unkn	ds	FSTL_1_D_105 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-7789	22	9	24	1.8619	0.9885	1.9868	0.0786	24.60	4913.8	994.7	True	0	True	False	True
Own Mix C	Run 1	J1	4ng gDNA	unkn	ds	FSTL_1_E_097 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			20473	6	5	24	1.9873	0.9998	2.0297	0.0714	25.48	585.1	341.5	True	0	True	False	True
Own Mix C	Run 1	J2	4ng gDNA	unkn	ds	FSTL_1_E_097 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			17278	7	6	24	2.0509	0.9998	2.0297	0.0714	25.48	262.4	341.7	True	0	True	False	True
Own Mix C	Run 1	J3	4ng gDNA	unkn	ds	FSTL_1_E_097 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			9719	10	9	25	2.0322	0.9972	2.0297	0.0714	25.54	318.3	328.3	True	0	True	False	True
Own Mix C	Run 1	J4	4ng gDNA	unkn	ds	FSTL_1_E_097 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			10686	10	9	24	2.1038	0.9885	2.0297	0.0714	25.42	143.7	357.4	True	0	True	False	True
Own Mix C	Run 1	J5	4ng gDNA	unkn	ds	FSTL_1_E_097 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			7053	10	9	25	2.1173	0.9983	2.0297	0.0714	25.55	110.3	324.5	True	0	True	False	True
Own Mix C	Run 1	J6	4ng gDNA	unkn	ds	FSTL_1_E_097 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			1801	10	9	25	1.8873	0.9984	2.0297	0.0714	25.52	2123.3	331.4	True	0	True	False	True
Own Mix C	Run 1	J7	4ng gDNA	unkn	ds	FSTL_1_E_097 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			13280	8	7	24	2.0294	0.9980	2.0297	0.0714	25.39	364.6	363.1	True	0	True	False	True
Own Mix C	Run 1	J8	4ng gDNA	unkn	ds	FSTL_1_E_097	toi	SYBR 1:800	non-saturating DNA binding dye			-5218	6	5	24	1.9513	0.9989	1.9342	0.0172	24.53	1765.1	2189.1	True	0	True	False	True
Own Mix C	Run 1	J9	4ng gDNA	unkn	ds	FSTL_1_E_097	toi	SYBR 1:800	non-saturating DNA binding dye			-2623	9	8	24	1.9408	0.9949	1.9342	0.0172	24.98	1493.9	1625.5	True	0	True	False	True
Own Mix C	Run 1	J10	4ng gDNA	unkn	ds	FSTL_1_E_097	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-15556	-1	-1	-1	1.0000	-1.0000	1.9342	0.0172	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	J11	4ng gDNA	unkn	ds	FSTL_1_E_097	toi	SYBR 1:800	non-saturating DNA binding dye			-10952	11	9	24	1.9106	0.9894	1.9342	0.0172	24.98	2198.3	1617.6	True	0	True	False	True
Own Mix C	Run 1	J12	4ng gDNA	unkn	ds	FSTL_1_E_097	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-35150	-1	-1	-1	1.0000	-1.0000	1.9342	0.0172	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	J13	4ng gDNA	unkn	ds	FSTL_1_E_097	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-9388	-1	-1	-1	1.0000	-1.0000	1.9342	0.0172	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	J14	4ng gDNA	unkn	ds	FSTL_1_E_097	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-4808	-1	-1	-1	1.0000	-1.0000	1.9342	0.0172	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	J15	4ng gDNA	unkn	ds	FSTL_1_E_097 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			5582	9	8	24	1.9392	0.9989	1.9647	0.0517	24.83	1677.1	1211.7	True	0	True	False	True
Own Mix C	Run 1	J16	4ng gDNA	unkn	ds	FSTL_1_E_097 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-12295	9	8	24	1.9016	0.9891	1.9647	0.0517	24.75	2878.1	1282.2	True	0	True	False	True
Own Mix C	Run 1	J17	4ng gDNA	unkn	ds	FSTL_1_E_097 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-21384	-1	-1	-1	1.0000	-1.0000	1.9647	0.0517	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	J18	4ng gDNA	unkn	ds	FSTL_1_E_097 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-2989	9	8	23	2.0417	0.9961	1.9647	0.0517	24.44	617.8	1581.3	True	0	True	False	True
Own Mix C	Run 1	J19	4ng gDNA	unkn	ds	FSTL_1_E_097 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-25376	-1	-1	-1	1.0000	-1.0000	1.9647	0.0517	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	J20	4ng gDNA	unkn	ds	FSTL_1_E_097 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	-11947	-1	-1	-1	1.0000	-1.0000	1.9647	0.0517	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	J21	4ng gDNA	unkn	ds	FSTL_1_E_097 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			10064	9	8	24	1.9764	0.9963	1.9647	0.0517	24.90	998.4	1157.2	True	0	True	False	True
Own Mix C	Run 1	K1	4ng gDNA	unkn	ds	FSTL_1_F_109 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			9611	8	7	25	1.9292	0.9980	1.9441	0.1077	25.93	825.7	676.2	True	0	True	False	True
Own Mix C	Run 1	K2	4ng gDNA	unkn	ds	FSTL_1_F_109 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			12582	8	7	25	1.9927	0.9982	1.9441	0.1077	26.08	322.0	612.4	True	0	True	False	True
Own Mix C	Run 1	K3	4ng gDNA	unkn	ds	FSTL_1_F_109 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			14958	10	9	25	2.0472	0.9968	1.9441	0.1077	25.98	170.8	653.7	True	0	True	False	True
Own Mix C	Run 1	K4	4ng gDNA	unkn	ds	FSTL_1_F_109 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			20181	10	9	25	1.9302	0.9974	1.9441	0.1077	26.01	773.0	640.8	True	0	True	False	True
Own Mix C	Run 1	K5	4ng gDNA	unkn	ds	FSTL_1_F_109 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			8827	10	9	25	2.0599	0.9764	1.9441	0.1077	25.98	145.2	652.4	True	0	True	False	True
Own Mix C	Run 1	K6	4ng gDNA	unkn	ds	FSTL_1_F_109 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			7038	9	8	25	1.9389	0.9921	1.9441	0.1077	25.95	716.5	668.0	True	0	True	False	True
Own Mix C	Run 1	K7	4ng gDNA	unkn	ds	FSTL_1_F_109 100nM	toi	SYBR 1:800	non-saturating DNA binding dye			-35365	6	5	25	1.7109	0.9999	1.9441	0.1077	26.16	16381.9	578.6	True	0	True	False	True
Own Mix C	Run 1	K8	4ng gDNA	unkn	ds	FSTL_1_F_109	toi	SYBR 1:800	non-saturating DNA binding dye			10064	14	9	24	1.7656	0.9982	1.7232	0.2045	24.91	14627.7	26807.3	True	0	True	False	True
Own Mix C	Run 1	K9	4ng gDNA	unkn	ds	FSTL_1_F_109	toi	SYBR 1:800	non-saturating DNA binding dye		indiv PCR eff is 1.560 < 1.7	-12495	14	9	24	1.5604	0.9441	1.7232	0.2045	25.02	302298.6	25259.2	True	0	True	False	True
Own Mix C	Run 1	K10	4ng gDNA	unkn	ds	FSTL_1_F_109	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;indiv PCR eff is 1.358 < 1.7	-10136	10	9	25	1.3581	0.9867	1.7232	0.2045	25.81	7694002.4	16495.0	False	0	True	False	False
Own Mix C	Run 1	K11	4ng gDNA	unkn	ds	FSTL_1_F_109	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	10937	-1	-1	-1	1.0000	-1.0000	1.7232	0.2045	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	K12	4ng gDNA	unkn	ds	FSTL_1_F_109	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;no TD0 found	1000	-1	-1	-1	1.0000	-1.0000	1.7232	0.2045	-1.00	-1.0	-1.0	False	2	True	False	False
Own Mix C	Run 1	K13	4ng gDNA	unkn	ds	FSTL_1_F_109	toi	SYBR 1:800	non-saturating DNA binding dye			-838	9	8	24	2.0401	0.9997	1.7232	0.2045	25.03	368.7	25212.4	True	0	True	False	True
Own Mix C	Run 1	K14	4ng gDNA	unkn	ds	FSTL_1_F_109	toi	SYBR 1:800	non-saturating DNA binding dye		indiv PCR eff is 1.527 < 1.7	-9972	13	9	24	1.5266	0.9655	1.7232	0.2045	25.24	477385.4	22433.4	True	0	True	False	True
Own Mix C	Run 1	K15	4ng gDNA	unkn	ds	FSTL_1_F_109 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		no amplification;indiv PCR eff is 1.288 < 1.7	-12954	5	4	24	1.2877	0.9999	1.9574	0.0666	24.62	40999989.5	1367.5	False	0	True	False	False
Own Mix C	Run 1	K16	4ng gDNA	unkn	ds	FSTL_1_F_109 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			4971	10	9	24	1.9699	0.9983	1.9574	0.0666	24.78	1048.5	1227.7	True	0	True	False	True
Own Mix C	Run 1	K17	4ng gDNA	unkn	ds	FSTL_1_F_109 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-36819	9	8	24	1.9386	0.9980	1.9574	0.0666	24.77	1562.2	1230.2	True	0	True	False	True
Own Mix C	Run 1	K18	4ng gDNA	unkn	ds	FSTL_1_F_109 750nM	toi	SYBR 1:800	non-saturating DNA binding dye		indiv PCR eff is 1.405 < 1.7;PCR efficiency outlier	-18073	8	7	25	1.4052	0.9763	1.9574	0.0666	25.73	3279067.8	648.6	True	0	True	True	True
Own Mix C	Run 1	K19	4ng gDNA	unkn	ds	FSTL_1_F_109 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-3357	9	8	24	2.0109	0.9985	1.9574	0.0666	24.69	667.4	1298.9	True	0	True	False	True
Own Mix C	Run 1	K20	4ng gDNA	unkn	ds	FSTL_1_F_109 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			9575	10	9	24	2.0279	0.9992	1.9574	0.0666	24.79	506.3	1216.7	True	0	True	False	True
Own Mix C	Run 1	K21	4ng gDNA	unkn	ds	FSTL_1_F_109 750nM	toi	SYBR 1:800	non-saturating DNA binding dye			-165893	9	8	24	1.8397	0.9898	1.9574	0.0666	24.76	5779.3	1245.0	True	0	True	False	True
Own Mix C	Run 1	K22	4ng gDNA	unkn	ds	SensiFast Mix	ref	SYBR - Sensifast	non-saturating DNA binding dye			-10524	15	9	25	1.9021	0.9980	1.8602	0.0435	25.65	2282.5	4044.5	True	0	True	False	True
