Experiment	Run	well	sample	sample type	sample nucleotide	target	target type	target dye	target chemistry	excluded	note	baseline	n in log phase	n included	last log cycle	indiv PCR eff	R2	PCR eff	STD PCR eff	TD0	indiv Ncopy	Ncopy	amplification	baseline error	plateau	excl PCR efficiency	used for mean PCR efficiency
Probes - AMC	P4 - Probe Mixes - DNA Dilution	A13	genomic DNA 0.7ng	std	ds	FSTL_1_D_105 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.1965	7	6	29	1.9508	0.9898	1.9442	0.0966	30.17	264.9	293.4	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	A14	genomic DNA 0.2ng	std	ds	FSTL_1_D_105 250nM 150nM	toi	Probe - Roche	hydrolysis probe			3.8275	6	5	31	1.7252	0.9998	1.9442	0.0966	31.96	4061.3	89.1	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	A15	genomic DNA 0.2ng	std	ds	FSTL_1_D_105 250nM 150nM	toi	Probe - Roche	hydrolysis probe			3.8414	7	6	31	1.8257	0.9787	1.9442	0.0966	32.14	595.3	79.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	A16	genomic DNA 0.2ng	std	ds	FSTL_1_D_105 250nM 150nM	toi	Probe - Roche	hydrolysis probe			3.8998	7	6	31	1.8108	0.9985	1.9442	0.0966	32.10	795.2	81.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	A17	genomic DNA 0ng	ntc	ss	FSTL_1_D_105 250nM 150nM	toi	Probe - Roche	hydrolysis probe			3.7323	-1	-1	-1	1.0000	-1.0000	1.9442	0.0966	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	A18	genomic DNA 0ng	ntc	ss	FSTL_1_D_105 250nM 150nM	toi	Probe - Roche	hydrolysis probe			3.7026	-1	-1	-1	1.0000	-1.0000	1.9442	0.0966	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	A19	genomic DNA 0ng	ntc	ss	FSTL_1_D_105 250nM 150nM	toi	Probe - Roche	hydrolysis probe			3.8511	-1	-1	-1	1.0000	-1.0000	1.9442	0.0966	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B2	genomic DNA 20ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8415	8	7	24	2.0722	0.9966	1.9472	0.0810	25.45	1335.0	6505.9	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B3	genomic DNA 20ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8898	7	6	25	1.8507	0.9968	1.9472	0.0810	25.54	22450.2	6131.1	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B4	genomic DNA 20ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8890	7	6	25	1.9928	0.9987	1.9472	0.0810	25.58	3291.3	5955.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B5	genomic DNA 7ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.6496	6	5	26	1.7550	0.9985	1.9472	0.0810	26.88	40880.1	2503.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B6	genomic DNA 7ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.6844	7	6	26	1.8353	0.9985	1.9472	0.0810	26.86	12393.6	2529.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B7	genomic DNA 7ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8064	8	7	26	1.9797	0.9948	1.9472	0.0810	26.95	1524.1	2383.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B8	genomic DNA 2ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.6633	8	7	28	1.9153	0.9960	1.9472	0.0810	28.95	1019.8	632.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B9	genomic DNA 2ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.7699	6	5	28	2.0187	0.9974	1.9472	0.0810	28.96	220.7	627.1	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B10	genomic DNA 2ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.7311	7	6	28	1.9753	0.9980	1.9472	0.0810	28.85	445.8	674.5	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B11	genomic DNA 0.7ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.4202	9	8	30	1.9830	0.9836	1.9472	0.0810	30.56	123.3	215.1	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B12	genomic DNA 0.7ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.2364	8	7	30	1.9110	0.9963	1.9472	0.0810	30.53	388.9	219.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B13	genomic DNA 0.7ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.3976	8	7	30	1.9438	0.9891	1.9472	0.0810	30.69	207.8	197.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B14	genomic DNA 0.2ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.4035	5	4	31	1.9702	0.9998	1.9472	0.0810	32.43	42.5	62.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B15	genomic DNA 0.2ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.2294	7	6	31	2.0508	0.9992	1.9472	0.0810	32.18	13.8	73.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B16	genomic DNA 0.2ng	std	ds	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.1979	5	4	31	1.9538	0.9991	1.9472	0.0810	32.09	69.6	77.7	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B17	genomic DNA 0ng	ntc	ss	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			3.9105	-1	-1	-1	1.0000	-1.0000	1.9472	0.0810	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B18	genomic DNA 0ng	ntc	ss	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.2174	-1	-1	-1	1.0000	-1.0000	1.9472	0.0810	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	B19	genomic DNA 0ng	ntc	ss	FSTL_1_F_109 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.0491	-1	-1	-1	1.0000	-1.0000	1.9472	0.0810	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C2	genomic DNA 20ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8304	7	6	25	2.0046	0.9983	1.9430	0.0938	25.54	2905.8	6453.9	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C3	genomic DNA 20ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.0797	9	8	25	1.9823	0.9971	1.9430	0.0938	25.57	3791.6	6332.9	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C4	genomic DNA 20ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8774	9	8	25	1.9671	0.9998	1.9430	0.0938	25.66	4340.1	5955.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C5	genomic DNA 7ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9087	6	5	26	1.9712	0.9994	1.9430	0.0938	26.99	1675.8	2474.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C6	genomic DNA 7ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.0856	8	7	26	2.0027	0.9684	1.9430	0.0938	27.07	1031.7	2343.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C7	genomic DNA 7ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9911	6	5	26	1.9857	0.9995	1.9430	0.0938	27.06	1306.3	2352.6	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C8	genomic DNA 2ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.0539	7	6	28	1.9047	0.9999	1.9430	0.0938	29.03	1130.7	634.7	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C9	genomic DNA 2ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9816	8	7	28	2.1370	0.9883	1.9430	0.0938	28.89	44.8	699.9	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C10	genomic DNA 2ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8021	5	4	28	1.7067	0.9998	1.9430	0.0938	29.00	27941.1	650.5	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C11	genomic DNA 0.7ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.5913	7	6	30	1.9328	0.9811	1.9430	0.0938	30.61	260.5	222.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C12	genomic DNA 0.7ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.6898	7	6	30	1.8957	0.9989	1.9430	0.0938	30.53	499.6	235.7	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C13	genomic DNA 0.7ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.5046	6	5	29	1.8139	0.9999	1.9430	0.0938	30.29	2210.7	275.8	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C14	genomic DNA 0.2ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.4337	7	6	32	1.9273	0.9988	1.9430	0.0938	32.82	67.1	51.4	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C15	genomic DNA 0.2ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.4338	8	7	32	2.0075	0.9963	1.9430	0.0938	32.75	18.5	53.9	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C16	genomic DNA 0.2ng	std	ds	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.1573	6	5	31	1.9052	0.9988	1.9430	0.0938	32.47	122.8	64.9	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C17	genomic DNA 0ng	ntc	ss	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.3362	-1	-1	-1	1.0000	-1.0000	1.9430	0.0938	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C18	genomic DNA 0ng	ntc	ss	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.1580	-1	-1	-1	1.0000	-1.0000	1.9430	0.0938	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	C19	genomic DNA 0ng	ntc	ss	FSTL_1_K_219 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.1382	-1	-1	-1	1.0000	-1.0000	1.9430	0.0938	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D2	genomic DNA 20ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9403	8	7	26	1.9533	0.9997	1.9142	0.0605	26.68	2629.9	4508.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D3	genomic DNA 20ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.1108	7	6	25	1.8837	0.9826	1.9142	0.0605	26.48	7842.6	5123.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D4	genomic DNA 20ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.0052	8	7	26	1.8216	0.9938	1.9142	0.0605	26.71	16673.3	4431.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D5	genomic DNA 7ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.1017	7	6	27	1.9748	0.9981	1.9142	0.0605	27.92	842.6	2011.8	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D6	genomic DNA 7ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.1286	8	7	27	1.8420	0.9857	1.9142	0.0605	28.33	4587.3	1543.1	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D7	genomic DNA 7ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9707	7	6	27	1.9200	0.9973	1.9142	0.0605	27.81	1998.2	2171.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D8	genomic DNA 2ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.1676	6	5	29	1.8782	0.9957	1.9142	0.0605	30.00	923.0	522.1	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D9	genomic DNA 2ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.0805	6	5	29	1.8427	0.9982	1.9142	0.0605	29.79	1865.7	599.5	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D10	genomic DNA 2ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9772	8	7	29	1.8995	0.9994	1.9142	0.0605	29.76	768.7	610.9	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D11	genomic DNA 0.7ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9580	8	7	31	1.9374	0.9982	1.9142	0.0605	31.70	118.0	172.8	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D12	genomic DNA 0.7ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9175	7	6	30	1.8943	0.9964	1.9142	0.0605	31.43	286.1	205.7	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D13	genomic DNA 0.7ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8835	7	6	30	1.8668	0.9969	1.9142	0.0605	31.46	446.2	202.6	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D14	genomic DNA 0.2ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8714	7	6	33	1.9748	0.9882	1.9142	0.0605	33.87	14.7	42.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D15	genomic DNA 0.2ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.7257	5	4	32	1.9792	0.9975	1.9142	0.0605	33.46	18.1	55.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D16	genomic DNA 0.2ng	std	ds	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.5854	8	7	32	2.0454	0.9918	1.9142	0.0605	33.07	7.9	70.9	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D17	genomic DNA 0ng	ntc	ss	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.4253	-1	-1	-1	1.0000	-1.0000	1.9142	0.0605	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D18	genomic DNA 0ng	ntc	ss	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.3857	-1	-1	-1	1.0000	-1.0000	1.9142	0.0605	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	D19	genomic DNA 0ng	ntc	ss	FSTL_1_O_417 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.2570	-1	-1	-1	1.0000	-1.0000	1.9142	0.0605	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E2	genomic DNA 20ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.9663	7	6	35	1.7638	0.9686	1.8838	0.1270	36.06	195.4	18.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E3	genomic DNA 20ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.8368	6	5	32	1.8741	0.9998	1.8838	0.1270	32.63	189.6	160.1	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E4	genomic DNA 20ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.5552	6	5	31	2.0514	0.9809	1.8838	0.1270	31.92	16.5	250.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E5	genomic DNA 7ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.7914	8	7	32	1.8028	0.9922	1.8838	0.1270	32.84	592.1	139.8	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E6	genomic DNA 7ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.1663	6	5	34	1.8289	0.9997	1.8838	0.1270	34.98	101.7	36.1	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E7	genomic DNA 7ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.1949	9	8	33	1.7180	0.9973	1.8838	0.1270	34.34	1278.7	54.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E8	genomic DNA 2ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe		Ncopy < 10	5.1561	7	6	37	2.0591	0.9982	1.8838	0.1270	37.92	0.2	5.6	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E9	genomic DNA 2ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.0004	7	6	35	1.8754	0.9993	1.8838	0.1270	36.30	18.3	15.6	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E10	genomic DNA 2ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			5.0723	7	6	34	1.8749	0.9955	1.8838	0.1270	35.00	42.0	35.6	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E11	genomic DNA 0.7ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.7364	5	4	35	1.8209	0.9986	1.8838	0.1270	35.94	66.6	19.6	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E12	genomic DNA 0.7ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.6704	9	8	36	1.8670	0.9955	1.8838	0.1270	36.82	15.6	11.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E13	genomic DNA 0.7ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.7425	6	5	35	1.7233	0.9948	1.8838	0.1270	35.97	472.9	19.2	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E14	genomic DNA 0.2ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe		Ncopy < 10	5.0730	8	7	38	1.9957	0.9941	1.8838	0.1270	39.32	0.2	2.3	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E15	genomic DNA 0.2ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe		Ncopy < 10	4.8100	7	6	40	1.8257	0.9987	1.8838	0.1270	40.61	3.6	1.0	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E16	genomic DNA 0.2ng	std	ds	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe		Ncopy < 10	4.6839	7	6	37	2.1764	0.9920	1.8838	0.1270	37.85	0.0	5.8	True	0	True	False	True
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E17	genomic DNA 0ng	ntc	ss	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.5441	-1	-1	-1	1.0000	-1.0000	1.8838	0.1270	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E18	genomic DNA 0ng	ntc	ss	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.6530	-1	-1	-1	1.0000	-1.0000	1.8838	0.1270	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	E19	genomic DNA 0ng	ntc	ss	FSTL_1_T_770 250nM 150nM	toi	Probe - Roche	hydrolysis probe			4.5045	-1	-1	-1	1.0000	-1.0000	1.8838	0.1270	-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	F2	genomic DNA 20ng	std	ds	No Primer 0nM 150nM	toi	Probe - Roche	hydrolysis probe	no amplification in positive control	no TD0 found in positive control	4.6431	-1	-1	-1	1.0000	-1.0000	-1.0000		-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	F3	genomic DNA 20ng	std	ds	No Primer 0nM 150nM	toi	Probe - Roche	hydrolysis probe	no amplification in positive control	no TD0 found in positive control	4.6431	-1	-1	-1	1.0000	-1.0000	-1.0000		-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	F4	genomic DNA 20ng	std	ds	No Primer 0nM 150nM	toi	Probe - Roche	hydrolysis probe	no amplification in positive control	no TD0 found in positive control	4.9302	-1	-1	-1	1.0000	-1.0000	-1.0000		-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	F5	genomic DNA 7ng	std	ds	No Primer 0nM 150nM	toi	Probe - Roche	hydrolysis probe	no amplification in positive control	no TD0 found in positive control	4.8312	-1	-1	-1	1.0000	-1.0000	-1.0000		-1.00	-1.0	-1.0	False	2	True	False	False
Probes - AMC	P4 - Probe Mixes - DNA Dilution	F6	genomic DNA 7ng	std	ds	No Primer 0nM 150nM	toi	Probe - Roche	hydrolysis probe	no amplification in positive control	no TD0 found in positive control	4.9797	-1	-1	-1	1.0000	-1.0000	-1.0000		-1.00	-1.0	-1.0	False	2	True	False	False
